,InvoiceID,Barcode
17275,VN0105010102230234,"8935049510864, 8936136164762"
17276,VN0105010102230236,"8938502003989, 2010101000005, 8935112200005"
17277,VN0105010102230238,"2270102000033, 8934804027784"
17278,VN0105010102230241,"8934563619138, 8938512932071"
17279,VN0105010102230242,"8934588063053, 8934563619138"
17280,VN0105010102230244,"8935049501190, 2010101000005"
17281,VN0105010102230245,"8938500432781, 8934563177171"
17282,VN0105010102230247,"8934588503054, 2010101000005"
17283,VN0105010102230248,"8938503131773, 2270103000100"
17284,VN0105010102230251,"8934614015025, 8935006353152"
17285,VN0105010102230252,"8934588503054, 8803628001105, 2010101000005"
17286,VN0105010102230254,"8934822271213, 8934822171216, 8934822111212"
17287,VN0105010102230258,"8934588063060, 8935005800015, 8934673302814, 8938512932026"
17288,VN0105010102230259,"2701020000060, 2010101000005"
17289,VN0105010102230260,"8934588063053, 8938511021042, 2010805000028"
17290,VN0105010102230262,"8935001282327, 8938512632025"
17291,VN0105010102230264,"2010101000005, 6901668053121"
17292,VN0105010102230266,"8935049500155, 8936079121013, 2010101000005, 8936127796019"
17293,VN0105010102230270,"2270102000033, 2010103000034, 260202000017"
17294,VN0105010102230271,"8935001282266, 8935049015307"
17295,VN0105010102230273,"8934588873058, 8936127796217"
17296,VN0105010102230274,"8935001804079, 8934774000787"
17297,VN0105010102230278,"4902102144995, 2010101000005"
17298,VN0105010102230279,"8934588063053, 8935006355415"
17299,VN0105010102230281,"8936199520017, 8934588673139"
17300,VN0105010102230283,"2010903000135, 8934804039220, 884394009517"
17301,VN0105010102230284,"8938503131926, 8935001282327, 8803628001105, 2702010000077"
17302,VN0105010102230286,"2701020000015, 8936127790017, 250103011900, 2010805000028"
17303,VN0105010102230287,"2701010000025, 8935049510864, 2270101000560, 8935001282310"
17304,VN0105010102230291,"8935049510857, 8934840000093"
17305,VN0105010102230298,"8934588013133, 8934588673139, 8934588663130, 8936127790031"
17306,VN0105010102230300,"8935005801135, 2080101001012"
17307,VN0105010102230301,"8850389106273, 2270201000026"
17308,VN0105010102230302,"8934755035319, 2010103000034"
17309,VN0105010102230303,"8934588063053, 2270102000361"
17310,VN0105010102230304,"2010103000034, 2010805000028, 2260101000134"
17311,VN0105010102230305,"8934564600838, 8936010532090"
17312,VN0105010102230308,"8851123237031, 8936079140014, 8934803024814"
17313,VN0105010102230309,"2010101000005, 8935112200005"
17314,VN0105010102230310,"8938508547715, 2705010000016, 8936176751007, 2701010000049, 8934760212842, 8809146902207"
17315,VN0105010102230314,"8850096848541, 8936036028256"
17316,VN0105010102230317,"8936079140021, 8934564600692"
17317,VN0105010102230319,"2010902000198, 8936076270240, 8934841900286"
17318,VN0105010102230324,"2270102000361, 8935217400058"
17319,VN0105010102230326,"2701020000046, 8936079122973, 2010805000219"
17320,VN0105010102230328,"8935006357051, 8936127794404"
17321,VN0105010102230329,"2701020000046, 8936127790017"
17322,VN0105010102230330,"8936079140021, 2010101000005"
17323,VN0105010102230333,"8908009419651, 8936127790017"
17324,VN0105010102230335,"8801104940023, 2701020000046, 8934673606820"
17325,VN0105010102230338,"8936079140014, 8935006355415"
17326,VN0105010102230342,"2701020000015, 2270102000033"
17327,VN0105010102230347,"8935049015307, 2010904000141"
17328,VN0105010102230348,"8934588132117, 2010904000141"
17329,VN0105010102230349,"8935049510871, 8934564300233"
17330,VN0105010102230350,"8934588503054, 8934564600869, 8801382146742"
17331,VN0105010102230351,"2701020000015, 2270102000361, 2701020000053, 8936127794206, 8934840000185"
17332,VN0105010102230353,"2010101000005, 8934588233074"
17333,VN0105010102230354,"260202000017, 2270301000308"
17334,VN0105010102230355,"2010803000402, 2270301000308"
17335,VN0105010102230358,"8935005800015, 8936036029178, 8934673101097"
17336,VN0105010102230359,"8935001712411, 8934755035333, 8935049500698, 6901236388761"
17337,VN0105010102230360,"8938503131773, 8935001800347"
17338,VN0105010102230363,"8934588063053, 8934564600692"
17339,VN0105010102230366,"2010805000233, 8935217445417"
17340,VN0105010102230368,"8938503131742, 8934563619138"
17341,VN0105010102230370,"2270102000361, 8936146443635, 2270301000322"
17342,VN0105010102230371,"2010901000120, 8934755035326, 2010103000010"
17343,VN0105010102230372,"2270102000033, 8935001804079"
17344,VN0105010102230373,"8938507849674, 8935001804635, 8935001800347"
17345,VN0105010102230374,"8936036028287, 8936010532113"
17346,VN0105010102230377,"8934563619138, 8938500432828"
17347,VN0105010102230379,"260201000010, 2601010000158"
17348,VN0105010102230381,"2270102000361, 2010805000028"
17349,VN0105010102230383,"2701020000053, 95506500, 8934673574341"
17350,VN0105010102230384,"2010101000005, 8934588233074"
17351,VN0105010102230386,"8850393800020, 8996001350584, 8936079123277"
17352,VN0105010102230388,"8938529017143, 8850157100557"
17353,VN0105010102230391,"8935049500711, 2010101000005, 8934563619138"
17354,VN0105010102230393,"8938507849025, 2701020000053, 8938511021035, 8935006353152"
17355,VN0105010102230394,"8938502525351, 8938503000017"
17356,VN0105010102230395,"8934755042300, 8934588063060, 8934588243011"
17357,VN0105010102230396,"8934755042300, 8938503131995, 8934803043891, 260202000017, 2010805000028"
17358,VN0105010102230398,"8936036028003, 8936104380316"
17359,VN0105010102230401,"8935090910842, 2010904000028, 8809617940394"
17360,VN0105010102230402,"769828221591, 8936142210279"
17361,VN0105010102230403,"8936079120276, 8935001215028, 8934673606820"
17362,VN0105010102230404,"8936007458563, 8935001800347"
17363,VN0105010102230407,"8935268201222, 2270501000108, 260201000010"
17364,VN0105010102230408,"8936079120092, 8936127790017"
17365,VN0105010102230409,"8936036026962, 4897024510440"
17366,VN0105010102230410,"8934588232114, 8934673605823"
17367,VN0105010102230411,"8808024028824, 8935001804079"
17368,VN0105010102230412,"8935049500698, 8934588293559, 8935335400169"
17369,VN0105010102230414,"8935006357051, 8934588293559"
17370,VN0105010102230420,"8935049510673, 2010101000005, 8934563619138"
17371,VN0105010102230423,"8934673700108, 8936007458563, 8935001804628, 8935001800347, 8935001855149"
17372,VN0105010102230424,"8934588843051, 8934588503054, 8936007458563"
17373,VN0105010102230429,"2010101000005, 8935112200005"
17374,VN0105010102230430,"8934588063053, 8934803043259, 8934588873058"
17375,VN0105010102230431,"8808024028831, 8934588873058, 8936127796217"
17376,VN0105010102230432,"8935001282310, 8935001282327"
17377,VN0105010102230434,"8934588063176, 8936116270568, 8936176750055"
17378,VN0105010102230435,"4983435758400, 8936087395925, 8936110050722, 2010906000095, 8935006357044, 2602020018867"
17379,VN0105010102230438,"2010101000005, 8935112200005"
17380,VN0105010102230439,"8934804037783, 8859578603678"
17381,VN0105010102230440,"8850393800013, 2605010128898, 8938507849674, 2260501000109, 8934755010439, 8934563123130, 2260501000055, 2605010128874"
17382,VN0105010102230442,"8801062881741, 8801062267712, 8801062880140"
17383,VN0105010102230443,"8934588503054, 8934673573344"
17384,VN0105010102230444,"8935049501190, 8935049015314, 260202000017"
17385,VN0105010102230445,"2010904000028, 8935001215028"
17386,VN0105010102230451,"8935049500711, 2010101000005, 8809351209924"
17387,VN0105010102230452,"8935001282310, 8935001282372, 8936036021721, 8908009419637, 8935006357051"
17388,VN0105010102230454,"8935006355415, 8936176752349"
17389,VN0105010102230455,"8938545500025, 8938545500018"
17390,VN0105010102230456,"8850157100557, 8936079120115, 8936127794206"
17391,VN0105010102230458,"8935001804628, 8935001800347, 8935001810308"
17392,VN0105010102230462,"8938503000017, 8935006357051, 8935006359314, 8935006360402"
17393,VN0105010102230469,"2260201000485, 107068781510"
17394,VN0105010102230470,"8934755035333, 8938511021127, 8801136361780"
17395,VN0105010102230472,"8936036021721, 8934841901641"
17396,VN0105010102230473,"769828221591, 8801104940146, 8935049510673"
17397,VN0105010102230474,"8934680011495, 2080101001838, 8935217464647"
17398,VN0105010102230475,"8936087396595, 8934588503054, 8935001282310"
17399,VN0105010102230476,"8934563619138, 8936147110192"
17400,VN0105010102230477,"2260201000508, 8935217400058"
17401,VN0105010102230478,"8936036028287, 8935001282327, 8936036028409, 8936036026160"
17402,VN0105010102230480,"893852206623, 8935001846932, 2010805000028"
17403,VN0105010102230481,"8850393800020, 8934774001005, 8936036026962"
17404,VN0105010102230484,"2703010000043, 8935297101494, 8935297101470"
17405,VN0105010102230485,"8934803043075, 8934803043815"
17406,VN0105010102230487,"8938503131773, 2010101000005, 8908009419651"
17407,VN0105010102230488,"2010101000005, 8934564600692"
17408,VN0105010102230489,"8936079140014, 8935005800015, 8934588173073, 8935001215028"
17409,VN0105010102230490,"8935217464548, 260201013661, 2120201000017"
17410,VN0105010102230495,"8936034876149, 8936036020403"
17411,VN0105010102230496,"8934588063053, 8857099003885"
17412,VN0105010102230497,"7622210515278, 8935217400096, 8935217400393"
17413,VN0105010102230499,"8934803043884, 8934803043815"
17414,VN0105010102230502,"9556001027252, 8935001282266"
17415,VN0105010102230509,"8935006353152, 8938512632025"
17416,VN0105010102230510,"8938511021035, 8935006355408, 8936142210026, 8934680041911"
17417,VN0105010102230512,"8938503000017, 8936079120092"
17418,VN0105010102230513,"8935001282389, 2010101000005, 8934588663130"
17419,VN0105010102230514,"8935001282310, 8935006355415"
17420,VN0105010102230515,"8934564600173, 8935001215028"
17421,VN0105010102230516,"8935049501190, 8934563653132, 8934563619138"
17422,VN0105010102230517,"8850157400022, 8936036028287, 9556001027252, 8934564600869, 8936036028409, 8935006360402, 8938512632025"
17423,VN0105010102230518,"8934680033428, 8936146442263, 8936146443635, 8934564600357, 8936147110178, 8936147110192, 8992760223015, 8938535472097"
17424,VN0105010102230519,"8936028641470, 8934588013133"
17425,VN0105010102230522,"8996001350584, 8935112200005"
17426,VN0105010102230528,"8934563653132, 250103011900"
17427,VN0105010102230530,"89686010947, 8936079121013"
17428,VN0105010102230532,"8938501349125, 8936136164755"
17429,VN0105010102230534,"8936079120092, 8936049051753"
17430,VN0105010102230535,"8934841901870, 8936049051753"
17431,VN0105010102230536,"8936079121013, 8936079120139"
17432,VN0105010102230537,"2703010000067, 8934563123130, 8934563151157, 8935049013266, 8934563116262, 8934588873058"
17433,VN0105010102230539,"8934588843051, 4987176122001, 4901696538333"
17434,VN0105010102230542,"8935015402254, 8935049501374, 8934803043884, 2080201000021"
17435,VN0105010102230543,"2010101000005, 8934588233074"
17436,VN0105010102230545,"8935049510857, 8938500432910"
17437,VN0105010102230546,"4806534410010, 8936011779784"
17438,VN0105010102230547,"8938507849025, 8936076452042, 2120201000017"
17439,VN0105010102230548,"8935001282372, 8934563619138"
17440,VN0105010102230550,"8934588132117, 8935001282365"
17441,VN0105010102230551,"8935001282310, 8934588873058"
17442,VN0105010102230552,"8936010532113, 8850228003046, 8850228003022, 8934588873058"
17443,VN0105010102230553,"8936028640053, 8936147110192"
17444,VN0105010102230554,"8935268201222, 8935001282389, 2010101000005, 8801382124528"
17445,VN0105010102230556,"8936036021721, 8936036028409"
17446,VN0105010102230557,"8996001350584, 2010101000005, 8809041428925"
17447,VN0105010102230558,"8938502525368, 8938502525351, 8934588243011"
17448,VN0105010102230561,"2010805000202, 2010805000219"
17449,VN0105010102230563,"8935049501244, 8936146442249, 8934563619138, 8934803043884, 8936127794206"
17450,VN0105010102230564,"8934841902877, 8934588013133"
17451,VN0105010102230565,"2120201000017, 8934673503358, 8934673101080"
17452,VN0105010102230566,"2010101000005, 8934588233074"
17453,VN0105010102230567,"2010101000005, 8934803043259, 7622210580276, 8935049510659, 8936127796217"
17454,VN0105010102230568,"8936185351410, 8691216090439, 8938502003194, 8938535472202, 8852116805015, 8936036027891"
17455,VN0105010102230569,"8938522483075, 89686010947, 8936028641104"
17456,VN0105010102230570,"8851123237062, 8934755014345, 8935049512004"
17457,VN0105010102230573,"8934588063053, 8934588503054, 2010805000219"
17458,VN0105010102230574,"8935049501657, 8935112200005"
17459,VN0105010102230575,"8935313001210, 8934755042300"
17460,VN0105010102230578,"2010805000219, 8935006355415"
17461,VN0105010102230582,"8934588063053, 8936127796019"
17462,VN0105010102230583,"2010101000005, 8934588662119"
17463,VN0105010102230584,"2010101000005, 8850228003022"
17464,VN0105010102230585,"8850393800679, 8934563123130, 8935006353152, 8801062880140, 8936034876118"
17465,VN0105010102230586,"8936000911256, 8935007147156, 8887719354196, 8934588673139"
17466,VN0105010102230587,"8934563653132, 8938545500025"
17467,VN0105010102230589,"2270101000591, 8935001215028"
17468,VN0105010102230590,"8936000911256, 4982790432574, 8935007147156, 8887719354196, 4909978149932"
17469,VN0105010102230592,"8801062636358, 8936036026160"
17470,VN0105010102230601,"8938512632025, 8934774000787"
17471,VN0105020102230001,"8936079140021, 2010101000005, 8936076270295, 6914973600362"
17472,VN0105020102230002,"8934841901863, 8934564600692, 8859578601421"
17473,VN0105020102230003,"8934804025766, 8938500432835, 8859578602541"
17474,VN0105020102230005,"8938507849025, 8938503931564, 8936071090966"
17475,VN0105020102230006,"2010101000005, 8935112200005"
17476,VN0105020102230007,"8938502525351, 8936127790031"
17477,VN0105020102230009,"8938502525351, 8934563123130, 8934804034058, 2250103000058"
17478,VN0105020102230014,"8938503131926, 2702010000022"
17479,VN0105020102230017,"50357680, 2010403000055"
17480,VN0105020102230018,"2260501000031, 2260501000109, 8934614030356, 8936071091796, 260501000011"
17481,VN0105020102230020,"8936127796217, 8935217400195"
17482,VN0105020102230023,"8935001282327, 8936034875333"
17483,VN0105020102230025,"8938502525351, 2010403000062"
17484,VN0105020102230026,"8936076454923, 2290102000308"
17485,VN0105020102230029,"2270102000361, 8934614031148, 8934614031216, 8936127790017"
17486,VN0105020102230030,"8936110050395, 2701020000015, 8936127796217"
17487,VN0105020102230031,"2010901000120, 2270401000017"
17488,VN0105020102230032,"2270102000361, 8934804025766"
17489,VN0105020102230036,"2260501000031, 2605010128867, 8934563151157, 260201000010, 2010805000257"
17490,VN0105020102230037,"8938502525351, 8857099003885, 8935049512004"
17491,VN0105020102230040,"8935005800015, 2120201000017, 8934673575348"
17492,VN0105020102230043,"8936010532106, 8934680045650"
17493,VN0105020102230047,"8934755035180, 8803628001105"
17494,VN0105020102230048,"8936088900470, 2260101000202, 2260501000031, 2260501000109, 2601010000165, 8938503000017, 260202000017"
17495,VN0105020102230049,"8936087395840, 8936076270127"
17496,VN0105020102230051,"8908009419651, 8938512632025"
17497,VN0105020102230056,"8934564600838, 8938500432781, 8859578601421"
17498,VN0105020102230059,"8934614031216, 8936079121112"
17499,VN0105020102230060,"2270102000033, 2010904000004, 2010805000028"
17500,VN0105020102230063,"8935001282372, 2010101000005, 8934804029726"
17501,VN0105020102230064,"8938507849025, 8801007139647, 8935005801135"
17502,VN0105020102230065,"8936087396595, 2701020000060"
17503,VN0105020102230067,"8938502525351, 8935005800015"
17504,VN0105020102230071,"2010101000005, 2010805000219"
17505,VN0105020102230072,"2010101000005, 8934564600869"
17506,VN0105020102230076,"8935006355408, 8938512632025"
17507,VN0105020102230080,"8934964124514, 8934755035289, 9556111620961, 8935001282310, 2010805000233, 8935335400169"
17508,VN0105020102230085,"8934588063053, 8850393800013, 8850157100526, 8938512632025, 2250103000058"
17509,VN0105020102230088,"8936049691126, 8801651080395, 8936011776585, 8936011776592, 8935217445417, 260202000017, 8934774000787"
17510,VN0105020102230089,"2701020000015, 8935049510895"
17511,VN0105020102230091,"2010101000005, 8935217445318"
17512,VN0105020102230092,"8934964124514, 2010902000198, 8935001282372, 8936036027891"
17513,VN0105020102230094,"8935049510871, 8935005801135"
17514,VN0105020102230098,"8850389302835, 8938512932071"
17515,VN0105020102230099,"2270102000361, 2010103000034"
17516,VN0105020102230102,"8850987101489, 8934804025766, 8934803024814, 8934803012880, 8809054409034"
17517,VN0105020102230103,"8997018480769, 8934563619138, 260201013661"
17518,VN0105020102230108,"2701020000015, 8934588013133, 260202000017"
17519,VN0105020102230110,"89686010947, 2601010000158"
17520,VN0105020102230111,"8935005801135, 7622210580276"
17521,VN0105020102230112,"8936146443659, 8936076270295, 8934588873058, 8934841900286"
17522,VN0105020102230113,"2270102000361, 2010101000005, 8935112200005, 8934588232114"
17523,VN0105020102230114,"8938502003194, 8936076270295, 8935335400169"
17524,VN0105020102230117,"2010805000233, 2010103000010, 8999178650235"
17525,VN0105020102230118,"8936127790017, 2250103000058"
17526,VN0105020102230120,"8936116270568, 2701020000053, 2702010000039, 8934673700115"
17527,VN0105020102230123,"8934564600692, 2010904000035"
17528,VN0105020102230129,"2010809000260, 2605010128867, 8936079120092, 2605010128881"
17529,VN0105020102230130,"8934563653132, 8934563619138, 8938500432774, 8938500432781"
17530,VN0105020102230131,"8935049510857, 2010805000219, 250103011900"
17531,VN0105020102230134,"8934588063176, 2010103000010"
17532,VN0105020102230135,"8934588063176, 4903111424283, 8935217445011"
17533,VN0105020102230136,"8934755035333, 8936079120115, 8934803043884"
17534,VN0105020102230141,"8934841901863, 8935006355415"
17535,VN0105020102230142,"8934804039220, 8935006353152"
17536,VN0105020102230143,"8936114080084, 8859578600318"
17537,VN0105020102230144,"8936036028003, 8938512632025, 8934588873058"
17538,VN0105020102230145,"8934755010439, 8934774000787"
17539,VN0105020102230150,"8935006355408, 8934680041911"
17540,VN0105020102230152,"8934563619138, 8936049051630"
17541,VN0105020102230154,"8936104380057, 8934563619138, 8936049051630"
17542,VN0105020102230157,"8934588063053, 8934673605823"
17543,VN0105020102230158,"260501012885, 8934564600357"
17544,VN0105020102230160,"8934564600869, 8934803043815"
17545,VN0105020102230162,"8934588663130, 260202000017"
17546,VN0105020102230166,"8934588183133, 2010101000005"
17547,VN0105020102230169,"8935044528376, 8934803043884"
17548,VN0105020102230171,"8935049510673, 8934588873058, 8934588653056"
17549,VN0105020102230172,"8935001712336, 8934564600692"
17550,VN0105020102230173,"8850393801379, 8934563619138, 8936136164762"
17551,VN0105020102230175,"8934588183133, 8851123237031, 8934588243011"
17552,VN0105020102230176,"8934680033107, 2010805000226, 8934588232114, 8935049510659, 2010805000028"
17553,VN0105020102230178,"2703010000043, 8935006355408, 8934840000185"
17554,VN0105020102230179,"8935006352766, 6914973607729"
17555,VN0105020102230181,"2080101001166, 2602020018867, 2010805000028"
17556,VN0105020102230182,"6921168500956, 8934564600692"
17557,VN0105020102230183,"8410031975031, 8935237705485, 8936028641616, 8801121766347, 88002101, 4909978149918"
17558,VN0105020102230187,"2260501000048, 8934563622138, 2260501000055"
17559,VN0105020102230189,"89686011036, 89686010947"
17560,VN0105020102230190,"8934822171216, 8809296882831"
17561,VN0105020102230192,"4895138308434, 8859578600370"
17562,VN0105020102230193,"8936011771849, 8936011773065"
17563,VN0105020102230195,"8992760223015, 8992760221028"
17564,VN0105020102230196,"8938502525368, 2604020000019"
17565,VN0105020102230199,"8938502525351, 8938507849032"
17566,VN0105020102230203,"8938503131926, 8936036028898"
17567,VN0105020102230206,"8938502525351, 8999178654332, 8934839125905, 2250103000058, 8936013680507"
17568,VN0105020102230209,"8936079140014, 8935001282327"
17569,VN0105020102230211,"8935049510673, 8934564600692, 8934588233074"
17570,VN0107010102230001,"8996001350584, 8806125404035, 9300682053761, 9300682016278, 8934889240351"
17571,VN0107010102230002,"8888021200546, 2230103000098"
17572,VN0107010102230003,"2010905000010, 8935049501633, 2702020000029, 107068781510, 2701020000046"
17573,VN0107010102230004,"8850393800440, 2701020000046"
17574,VN0107010102230005,"8935005801135, 8934588223556"
17575,VN0107010102230006,"8934564600692, 8934588873058"
17576,VN0107010102230007,"8934563165161, 8938524577222"
17577,VN0107010102230008,"8936011773416, 8934804039220"
17578,VN0107010102230009,"2230103000098, 8936127791212"
17579,VN0107010102230011,"2010103000010, 8934564600807"
17580,VN0107010102230012,"8936010682030, 2270101000560, 8934563138165, 8934563304157"
17581,VN0107010102230013,"6911334009222, 8934614030424, 8936076270295"
17582,VN0107010102230014,"8999178654332, 8936036027891"
17583,VN0107010102230016,"8934563151157, 2010803000112"
17584,VN0107010102230017,"8935001282310, 8934588193552"
17585,VN0107010102230018,"8936028640039, 8935311101882"
17586,VN0107010102230021,"2010901000243, 8938512632025"
17587,VN0107010102230024,"8936036027464, 8934803043075, 8934803043891"
17588,VN0107010102230026,"8934804042756, 8934803044584"
17589,VN0107010102230027,"8934680045650, 8935006355408"
17590,VN0107010102230029,"8938503000017, 8935006357051"
17591,VN0107010102230032,"2701020000053, 8934804034058"
17592,VN0107010102230033,"2701020000022, 8938503131834, 2701020000046, 4000415856601"
17593,VN0107010102230034,"2701020000015, 8934673700108"
17594,VN0107010102230038,"8934803044270, 8934588873058"
17595,VN0107010102230043,"2270102000026, 8934804039220"
17596,VN0107010102230044,"8936079140076, 2010901000274, 8936104380316, 8935001282280, 8809041428925, 8936049051715"
17597,VN0107010102230048,"8934841902877, 2230103000098"
17598,VN0107010102230049,"8936110050395, 8936079121013, 2270201000033"
17599,VN0107010102230054,"8936110050395, 8936116270650"
17600,VN0107010102230055,"8936110051224, 2270102000361"
17601,VN0107010102230057,"8850006945421, 8934755010408, 8934755035319, 8888336008936, 8934680011228, 8850718803873, 8934755021077"
17602,VN0107010102230059,"8936110050395, 2010901000243, 8938503131773, 8936049691140, 2230103000098"
17603,VN0107010102230060,"2010104000118, 2010805000028"
17604,VN0107010102230061,"2270102000361, 8936127796019"
17605,VN0107010102230062,"2010902000198, 2010904000028"
17606,VN0107010102230063,"2010903000098, 2270102000026"
17607,VN0107010102230064,"2701020000022, 107068781510"
17608,VN0107010102230066,"8934614030356, 8936010681361, 2010803000112"
17609,VN0107010102230067,"8935107200836, 8936076270295, 8934588233074"
17610,VN0107010102230072,"8936116270643, 2703010000043"
17611,VN0107010102230074,"8934563138165, 2010805000264"
17612,VN0107010102230075,"8934588692116, 2010902000228"
17613,VN0107010102230076,"8934588692116, 2270102000361"
17614,VN0107010102230079,"2010901000243, 8935049501190"
17615,VN0107010102230080,"8935049500698, 8934680040136, 8936079120139"
17616,VN0107010102230084,"8934563655136, 2010101000005, 8936071070197, 8934588673139"
17617,VN0107010102230086,"2701020000060, 2701020000046, 8935297101463, 8935297101470"
17618,VN0107010102230087,"2701020000015, 2010103000034"
17619,VN0107010102230089,"2230103000098, 2270102000033, 8936036021745, 8934588293559"
17620,VN0107010102230090,"8934588023132, 8934680041911"
17621,VN0107010102230093,"8936127796217, 8936127796019, 8936127796019"
17622,VN0107010102230100,"2010103000034, 2010805000288, 8935311110440"
17623,VN0107010102230101,"2010103000034, 2250103000058"
17624,VN0107010102230102,"2010103000034, 2250103000058"
17625,VN0107010102230103,"2010101000005, 8934564600692"
17626,VN0107010102230106,"8934563619138, 8938500432781"
17627,VN0107010102230109,"8935049510871, 8936010681361"
17628,VN0107010102230110,"8801073113893, 8801073101524, 8936127794206"
17629,VN0107010102230112,"8935001282280, 8936036026962, 8934563193263, 2010805000288"
17630,VN0107010102230113,"2701020000015, 8857099003885"
17631,VN0107010102230115,"2010103000034, 8936049051753"
17632,VN0107010102230116,"6942836712228, 95506500"
17633,VN0107010102230117,"8935015402254, 8934563151157"
17634,VN0107010102230118,"2010101000005, 8934588173073"
17635,VN0107010102230119,"8934564600838, 8934564600807"
17636,VN0107010102230120,"8934804043081, 7622210515285"
17637,VN0107010102230121,"8935049500698, 8938512932026"
17638,VN0107010102230122,"2010101000005, 8997035600638"
17639,VN0107010102230123,"8992775001783, 8936079121822"
17640,VN0107010102230127,"8938512932026, 2010805000028"
17641,VN0107010102230129,"2010805000028, 8801382124528"
17642,VN0107010102230130,"8935049501374, 8850125097773"
17643,VN0107010102230131,"8936000911942, 8936149340061, 8936013256986"
17644,VN0107010102230132,"4710085219780, 8934588223556"
17645,VN0107010102230135,"8934822170219, 8934822110215"
17646,VN0107010102230136,"8850157514996, 2270201000002"
17647,VN0107010102230137,"8935015402254, 2010805000028"
17648,VN0107010102230138,"8934774001005, 2010101000005"
17649,VN0107010102230139,"4895138308434, 8936079122331"
17650,VN0107010102230140,"89686010947, 8859578605368"
17651,VN0107010102230143,"8936049051647, 5200701005204"
17652,VN0107010102230144,"8935117702030, 8936110050494"
17653,VN0107010102230145,"2010101000005, 2703010000043, 8850228006733"
17654,VN0107010102230146,"2701020000015, 8936116270780, 8936116270650, 2270102000033"
17655,VN0107010102230148,"8935001714316, 8934804039220"
17656,VN0107010102230149,"2010103000034, 8934803042276"
17657,VN0107010102230150,"2010902000198, 8934563151157, 2270102000033, 8934588873058"
17658,VN0107010102230151,"8935015402254, 8934803026078"
17659,VN0107010102230153,"8935311101073, 8850228006733"
17660,VN0107010102230155,"2701020000060, 8935001282372"
17661,VN0107010102230156,"8936185351410, 2010101000005"
17662,VN0107010102230158,"8936079121020, 8934563193263"
17663,VN0107010102230161,"8934563151157, 2010805000264, 2010803000112"
17664,VN0107010102230162,"2010103000034, 8936076270295"
17665,VN0107010102230165,"2701020000015, 2701020000022, 9556001227560, 8936034875357"
17666,VN0107010102230168,"7622210816634, 8935049501633, 2270103000100, 8801019606540, 6942836704384, 4003084881608, 9300682001304, 2010805000028, 2260101000134"
17667,VN0107010102230171,"2701020000022, 2270102000033, 8934564600869"
17668,VN0107010102230172,"2701020000053, 8934804027784, 4710085232819"
17669,VN0107010102230173,"2701020000022, 8936036021738"
17670,VN0107010102230175,"2010809000253, 89686010947"
17671,VN0107010102230176,"2010901000243, 8934588673139"
17672,VN0107010102230177,"2701020000022, 2270102000026, 893852206629"
17673,VN0107010102230178,"8936146442263, 2010902000228"
17674,VN0107010102230179,"8935001282310, 2010101000005"
17675,VN0107010102230181,"8936104380316, 8938540871458"
17676,VN0107010102230182,"8850393800440, 2010902000228"
17677,VN0107010102230186,"8934677034117, 2010403000055, 8936079121648, 8935112200005"
17678,VN0107010102230188,"2260501000123, 8934563151157, 2010805000264"
17679,VN0107010102230189,"8935049500148, 2010902000228"
17680,VN0107010102230190,"8936034875357, 8852008510010"
17681,VN0107010102230191,"5200701002661, 5200701005204"
17682,VN0107010102230193,"2010803000273, 8934563151157, 2010805000264"
17683,VN0107010102230194,"2010104000118, 2010809000482"
17684,VN0107010102230195,"4895138305204, 6925425477050"
17685,VN0107010102230196,"2260201000485, 2010901000120"
17686,VN0107010102230202,"8936110051040, 8936025774027, 8936025774027, 8859578600974, 2270201000026, 8934673100458"
17687,VN0107010102230204,"8801104940023, 8859578600974, 8859578605368"
17688,VN0107010102230205,"2010803000419, 2270301000322, 2010805000028"
17689,VN0107010102230206,"8935117700128, 2010903000135, 8850389103142"
17690,VN0107010102230208,"2260201000485, 8801062267712"
17691,VN0107010102230209,"8934588023132, 8935049501190, 8934588233074"
17692,VN0107010102230210,"8934563655136, 8935049510673, 8934563653132, 8934588362118, 8936034875357, 8936013680507"
17693,VN0107010102230211,"8935001714590, 8934803043891"
17694,VN0107010102230212,"2010901000274, 8850329446018, 8859578600257, 8938512932026"
17695,VN0107010102230213,"8934803012880, 8934588193552"
17696,VN0107010102230214,"8936049691140, 2010403000055, 8934563506155, 8936036021646, 8934803043891, 8935006357051, 8801068038262, 8934755042201"
17697,VN0107010102230215,"8934563655136, 8850329446018"
17698,VN0107010102230216,"8934637011523, 8934822101336"
17699,VN0107010102230219,"8934803044027, 8936036021745, 8934588293559"
17700,VN0107010102230221,"8850157511650, 8801100128845, 8936079121761, 8934588233074"
17701,VN0107010102230222,"8934680012652, 8934803043075, 8934803043884, 8934803043129, 8934803044270, 8936079121648, 8936079120252"
17702,VN0107010102230223,"2701020000022, 2270102000033"
17703,VN0107010102230224,"2010901000304, 2010901000274"
17704,VN0107010102230225,"6920354820533, 6942836703226, 8936076270172, 8935001214236"
17705,VN0107010102230228,"8935001282310, 2230103000098, 2010903000135, 2702010000022, 8934588233074"
17706,VN0107010102230229,"8934563151157, 8934803044270"
17707,VN0107010102230230,"8934588063060, 8888826016175"
17708,VN0107020102230001,"2701030000029, 8938511021035"
17709,VN0107020102230004,"2010103000034, 8938512632025"
17710,VN0107020102230006,"2010903000135, 8935001282266, 2010101000005"
